complaint_id,timestamp,customer_id,channel,complaint_text,category,priority,supplier_id,product_category,region,order_id,complaint_text_normalized,complaint_text_no_stopwords,category_encoded
CMP-000378,2024-08-17 16:12:30,CUST-1385,email,"Delivery delay for shipment ORD-532961. Expected 2025-10-29, still not received. Our customers are waiting.",Delivery Delay,high,SUP-6538,avocados,Asia,ORD-532961,delivery delay for shipment ord532961 expected 20251029 still not received our customers are waiting,delivery delay shipment ord532961 expected 20251029 still received customers waiting,1
CMP-000379,2024-08-18 06:49:46,CUST-1101,email,Shipment ORD-259540 short by 50 items. Packing list doesn't match actual delivery.,Missing Items,medium,SUP-5120,broccoli,Asia,ORD-259540,shipment ord259540 short by 50 items packing list doesnt match actual delivery,shipment ord259540 short 50 items packing list doesnt match actual delivery,3
CMP-000380,2024-08-18 21:27:03,CUST-1860,web,Order ORD-458521 missing required quality certificates. Need these urgently for compliance.,Documentation Error,medium,SUP-5584,potatoes,Europe,ORD-458521,order ord458521 missing required quality certificates need these urgently for compliance,order ord458521 missing required quality certificates need urgently compliance,2
CMP-000381,2024-08-19 12:04:19,CUST-1393,web,Shipment ORD-290425 stuck in transit for 2 days. This is causing major disruptions to our supply chain.,Delivery Delay,medium,SUP-6631,kale,North America,ORD-290425,shipment ord290425 stuck in transit for 2 days this is causing major disruptions to our supply chain,shipment ord290425 stuck transit 2 days causing major disruptions supply chain,1
CMP-000382,2024-08-20 02:41:36,CUST-1192,app,"Damaged goods in shipment ORD-908447. Temperature control appears to have failed, raspberries are spoiled.",Damaged Goods,high,SUP-9267,lettuce,Europe,ORD-908447,damaged goods in shipment ord908447 temperature control appears to have failed raspberries are spoiled,damaged goods shipment ord908447 temperature control appears failed raspberries spoiled,0
CMP-000383,2024-08-20 17:18:52,CUST-2307,web,"Delivery delay for shipment ORD-604605. Expected 2025-10-26, still not received. Our customers are waiting.",Delivery Delay,medium,SUP-7261,onions,Asia,ORD-604605,delivery delay for shipment ord604605 expected 20251026 still not received our customers are waiting,delivery delay shipment ord604605 expected 20251026 still received customers waiting,1
CMP-000384,2024-08-21 07:56:09,CUST-2616,app,No response to my emails about order ORD-515035. I've been trying to reach support for 9 days.,Poor Communication,high,SUP-5748,limes,North America,ORD-515035,no response to my emails about order ord515035 ive been trying to reach support for 9 days,response emails order ord515035 ive trying reach support 9 days,4
CMP-000385,2024-08-21 22:33:25,CUST-2906,email,Received order ORD-454861 with 64% of blueberries damaged. Packaging was inadequate.,Damaged Goods,high,SUP-11459,lemons,Europe,ORD-454861,received order ord454861 with 64 of blueberries damaged packaging was inadequate,received order ord454861 64 blueberries damaged packaging inadequate,0
CMP-000386,2024-08-22 13:10:42,CUST-2826,social,"Delivery delay for shipment ORD-944654. Expected 2025-10-28, still not received. Our customers are waiting.",Delivery Delay,high,SUP-7414,potatoes,North America,ORD-944654,delivery delay for shipment ord944654 expected 20251028 still not received our customers are waiting,delivery delay shipment ord944654 expected 20251028 still received customers waiting,1
CMP-000387,2024-08-23 03:47:58,CUST-1388,app,Critical delay on order ORD-613898. The blueberries were time-sensitive and now may be unusable.,Delivery Delay,medium,SUP-7422,pears,Europe,ORD-613898,critical delay on order ord613898 the blueberries were timesensitive and now may be unusable,critical delay order ord613898 blueberries timesensitive may unusable,1
CMP-000388,2024-08-23 18:25:15,CUST-1751,social,Quality of pineapples in order ORD-667915 is substandard. Items are not fresh as promised.,Quality Issues,medium,SUP-7627,cantaloupe,Asia,ORD-667915,quality of pineapples in order ord667915 is substandard items are not fresh as promised,quality pineapples order ord667915 substandard items fresh promised,6
CMP-000389,2024-08-24 09:02:31,CUST-2980,social,Shipment ORD-790266 arrived with crushed boxes. Multiple carrots units are unsellable.,Damaged Goods,high,SUP-7638,lettuce,Asia,ORD-790266,shipment ord790266 arrived with crushed boxes multiple carrots units are unsellable,shipment ord790266 arrived crushed boxes multiple carrots units unsellable,0
CMP-000390,2024-08-24 23:39:47,CUST-2349,email,No response to my emails about order ORD-648615. I've been trying to reach support for 4 days.,Poor Communication,medium,SUP-9677,lemons,Europe,ORD-648615,no response to my emails about order ord648615 ive been trying to reach support for 4 days,response emails order ord648615 ive trying reach support 4 days,4
CMP-000391,2024-08-25 14:17:04,CUST-2003,web,Order ORD-789880 is incomplete. Missing 18 units of blueberries.,Missing Items,medium,SUP-5497,blueberries,North America,ORD-789880,order ord789880 is incomplete missing 18 units of blueberries,order ord789880 incomplete missing 18 units blueberries,3
CMP-000392,2024-08-26 04:54:20,CUST-2921,social,Quality issue with order ORD-879592. The peaches show signs of improper handling during transport.,Damaged Goods,medium,SUP-7489,tomatoes,Asia,ORD-879592,quality issue with order ord879592 the peaches show signs of improper handling during transport,quality issue order ord879592 peaches show signs improper handling transport,0
CMP-000393,2024-08-26 19:31:37,CUST-1198,email,"Delivery delay for shipment ORD-644719. Expected 2025-10-28, still not received. Our customers are waiting.",Delivery Delay,high,SUP-8401,cantaloupe,Asia,ORD-644719,delivery delay for shipment ord644719 expected 20251028 still not received our customers are waiting,delivery delay shipment ord644719 expected 20251028 still received customers waiting,1
CMP-000394,2024-08-27 10:08:53,CUST-2307,web,Order ORD-903506 missing items. Expected 185 but received only 61 watermelons.,Missing Items,medium,SUP-6295,potatoes,North America,ORD-903506,order ord903506 missing items expected 185 but received only 61 watermelons,order ord903506 missing items expected 185 received 61 watermelons,3
CMP-000395,2024-08-28 00:46:10,CUST-2911,web,Overcharged on shipment ORD-564531. Please review and issue credit for $1081.,Pricing Error,high,SUP-9469,bananas,Europe,ORD-564531,overcharged on shipment ord564531 please review and issue credit for 1081,overcharged shipment ord564531 please review issue credit 1081,5
CMP-000396,2024-08-28 15:23:26,CUST-2126,web,Order ORD-902903 is severely delayed. We needed these kale by 2025-10-30 for our retail operations.,Delivery Delay,medium,SUP-5053,mangoes,Asia,ORD-902903,order ord902903 is severely delayed we needed these kale by 20251030 for our retail operations,order ord902903 severely delayed needed kale 20251030 retail operations,1
CMP-000397,2024-08-29 06:00:43,CUST-2752,web,Invoice ORD-325258 shows incorrect pricing. We were quoted $1767 but charged $2010.,Pricing Error,medium,SUP-7913,bell peppers,Asia,ORD-325258,invoice ord325258 shows incorrect pricing we were quoted 1767 but charged 2010,invoice ord325258 shows incorrect pricing quoted 1767 charged 2010,5
CMP-000398,2024-08-29 20:37:59,CUST-1751,app,"Delivery delay for shipment ORD-377860. Expected 2025-10-27, still not received. Our customers are waiting.",Delivery Delay,high,SUP-7659,peaches,Europe,ORD-377860,delivery delay for shipment ord377860 expected 20251027 still not received our customers are waiting,delivery delay shipment ord377860 expected 20251027 still received customers waiting,1
CMP-000399,2024-08-30 11:15:16,CUST-1999,email,Service quality is deteriorating. Multiple issues with order ORD-281301 and no one seems to care.,Service Complaint,medium,SUP-7850,asparagus,Europe,ORD-281301,service quality is deteriorating multiple issues with order ord281301 and no one seems to care,service quality deteriorating multiple issues order ord281301 one seems care,7
CMP-000400,2024-08-31 01:52:32,CUST-2905,email,Shipment ORD-536754 short by 45 items. Packing list doesn't match actual delivery.,Missing Items,high,SUP-9423,onions,Asia,ORD-536754,shipment ord536754 short by 45 items packing list doesnt match actual delivery,shipment ord536754 short 45 items packing list doesnt match actual delivery,3
CMP-000401,2024-08-31 16:29:49,CUST-2028,app,Customer service is unresponsive. Order ORD-442707 has issues but nobody is getting back to me.,Poor Communication,low,SUP-11441,raspberries,Asia,ORD-442707,customer service is unresponsive order ord442707 has issues but nobody is getting back to me,customer service unresponsive order ord442707 issues nobody getting back,4
CMP-000402,2024-09-01 07:07:05,CUST-1688,email,Order ORD-238610 missing items. Expected 234 but received only 55 onions.,Missing Items,medium,SUP-10716,bell peppers,Asia,ORD-238610,order ord238610 missing items expected 234 but received only 55 onions,order ord238610 missing items expected 234 received 55 onions,3
CMP-000403,2024-09-01 21:44:22,CUST-2145,app,Pricing error detected. Order ORD-604283 billed at $3012 instead of agreed $2517.,Pricing Error,medium,SUP-11363,spinach,Europe,ORD-604283,pricing error detected order ord604283 billed at 3012 instead of agreed 2517,pricing error detected order ord604283 billed 3012 instead agreed 2517,5
CMP-000404,2024-09-02 12:21:38,CUST-2892,email,Delivery driver for order ORD-817999 was extremely rude and unprofessional.,Service Complaint,high,SUP-11305,mangoes,Asia,ORD-817999,delivery driver for order ord817999 was extremely rude and unprofessional,delivery driver order ord817999 extremely rude unprofessional,7
CMP-000405,2024-09-03 02:58:55,CUST-2262,social,Invoice ORD-466704 has wrong prices for bell peppers. This needs immediate correction.,Pricing Error,low,SUP-11985,tomatoes,Asia,ORD-466704,invoice ord466704 has wrong prices for bell peppers this needs immediate correction,invoice ord466704 wrong prices bell peppers needs immediate correction,5
CMP-000406,2024-09-03 17:36:11,CUST-1111,app,Service quality is deteriorating. Multiple issues with order ORD-875507 and no one seems to care.,Service Complaint,high,SUP-6712,cantaloupe,North America,ORD-875507,service quality is deteriorating multiple issues with order ord875507 and no one seems to care,service quality deteriorating multiple issues order ord875507 one seems care,7
CMP-000407,2024-09-04 08:13:28,CUST-1417,web,Critical delay on order ORD-322167. The broccoli were time-sensitive and now may be unusable.,Delivery Delay,high,SUP-9315,fresh strawberries,Europe,ORD-322167,critical delay on order ord322167 the broccoli were timesensitive and now may be unusable,critical delay order ord322167 broccoli timesensitive may unusable,1
CMP-000408,2024-09-04 22:50:44,CUST-1123,web,Paperwork for shipment ORD-278593 has wrong product codes. This is delaying our processing.,Documentation Error,medium,SUP-10431,cherries,North America,ORD-278593,paperwork for shipment ord278593 has wrong product codes this is delaying our processing,paperwork shipment ord278593 wrong product codes delaying processing,2
CMP-000409,2024-09-05 13:28:00,CUST-2770,email,Order ORD-477717 is incomplete. Missing 29 units of mangoes.,Missing Items,medium,SUP-12100,garlic,North America,ORD-477717,order ord477717 is incomplete missing 29 units of mangoes,order ord477717 incomplete missing 29 units mangoes,3
CMP-000410,2024-09-06 04:05:17,CUST-1381,app,Critical delay on order ORD-192296. The kale were time-sensitive and now may be unusable.,Delivery Delay,medium,SUP-6286,organic apples,Europe,ORD-192296,critical delay on order ord192296 the kale were timesensitive and now may be unusable,critical delay order ord192296 kale timesensitive may unusable,1
CMP-000411,2024-09-06 18:42:33,CUST-1720,web,Unacceptable quality for shipment ORD-817552. The oranges do not meet our quality standards.,Quality Issues,low,SUP-5241,potatoes,Europe,ORD-817552,unacceptable quality for shipment ord817552 the oranges do not meet our quality standards,unacceptable quality shipment ord817552 oranges meet quality standards,6
CMP-000412,2024-09-07 09:19:50,CUST-1310,web,"Damaged goods in shipment ORD-336540. Temperature control appears to have failed, limes are spoiled.",Damaged Goods,medium,SUP-6251,spinach,Europe,ORD-336540,damaged goods in shipment ord336540 temperature control appears to have failed limes are spoiled,damaged goods shipment ord336540 temperature control appears failed limes spoiled,0
CMP-000413,2024-09-07 23:57:06,CUST-1674,social,Incomplete delivery for ORD-734775. 39 cases of bell peppers are missing from the shipment.,Missing Items,high,SUP-12361,carrots,Asia,ORD-734775,incomplete delivery for ord734775 39 cases of bell peppers are missing from the shipment,incomplete delivery ord734775 39 cases bell peppers missing shipment,3
CMP-000414,2024-09-08 14:34:23,CUST-2861,app,"Order ORD-550955 completely ruined. cucumbers arrived in terrible condition, cannot be sold.",Damaged Goods,medium,SUP-10956,organic apples,Europe,ORD-550955,order ord550955 completely ruined cucumbers arrived in terrible condition cannot be sold,order ord550955 completely ruined cucumbers arrived terrible condition cannot sold,0
CMP-000415,2024-09-09 05:11:39,CUST-2968,social,"Terrible communication regarding shipment ORD-534152. No tracking updates, no responses to calls.",Poor Communication,low,SUP-10054,grapes,North America,ORD-534152,terrible communication regarding shipment ord534152 no tracking updates no responses to calls,terrible communication regarding shipment ord534152 tracking updates responses calls,4
CMP-000416,2024-09-09 19:48:56,CUST-2254,app,"Order ORD-694587 completely ruined. oranges arrived in terrible condition, cannot be sold.",Damaged Goods,high,SUP-9953,broccoli,North America,ORD-694587,order ord694587 completely ruined oranges arrived in terrible condition cannot be sold,order ord694587 completely ruined oranges arrived terrible condition cannot sold,0
CMP-000417,2024-09-10 10:26:12,CUST-1765,app,Shipment ORD-781121 stuck in transit for 9 days. This is causing major disruptions to our supply chain.,Delivery Delay,low,SUP-12581,grapes,Europe,ORD-781121,shipment ord781121 stuck in transit for 9 days this is causing major disruptions to our supply chain,shipment ord781121 stuck transit 9 days causing major disruptions supply chain,1
CMP-000418,2024-09-11 01:03:29,CUST-2520,app,Billing discrepancy on order ORD-333365. The unit price for tomatoes doesn't match our contract.,Pricing Error,medium,SUP-8502,raspberries,Asia,ORD-333365,billing discrepancy on order ord333365 the unit price for tomatoes doesnt match our contract,billing discrepancy order ord333365 unit price tomatoes doesnt match contract,5
CMP-000419,2024-09-11 15:40:45,CUST-2505,social,Documentation error on order ORD-737460. Invoice doesn't match packing list.,Documentation Error,low,SUP-11774,asparagus,Asia,ORD-737460,documentation error on order ord737460 invoice doesnt match packing list,documentation error order ord737460 invoice doesnt match packing list,2
CMP-000420,2024-09-12 06:18:02,CUST-2062,social,Order ORD-357657 is incomplete. Missing 45 units of potatoes.,Missing Items,medium,SUP-11337,pears,Europe,ORD-357657,order ord357657 is incomplete missing 45 units of potatoes,order ord357657 incomplete missing 45 units potatoes,3
CMP-000421,2024-09-12 20:55:18,CUST-1340,social,Order ORD-583757 is severely delayed. We needed these garlic by 2025-10-28 for our retail operations.,Delivery Delay,medium,SUP-5927,cucumbers,North America,ORD-583757,order ord583757 is severely delayed we needed these garlic by 20251028 for our retail operations,order ord583757 severely delayed needed garlic 20251028 retail operations,1
CMP-000422,2024-09-13 11:32:35,CUST-2119,app,Shipment ORD-829928 stuck in transit for 7 days. This is causing major disruptions to our supply chain.,Delivery Delay,critical,SUP-7048,avocados,North America,ORD-829928,shipment ord829928 stuck in transit for 7 days this is causing major disruptions to our supply chain,shipment ord829928 stuck transit 7 days causing major disruptions supply chain,1
CMP-000423,2024-09-14 02:09:51,CUST-2857,app,My order #ORD-780081 was supposed to arrive on 2025-10-28 but it's now 3 days late. This is unacceptable for perishable goods.,Delivery Delay,medium,SUP-10014,cucumbers,Europe,ORD-780081,my order ord780081 was supposed to arrive on 20251028 but its now 3 days late this is unacceptable for perishable goods,order ord780081 supposed arrive 20251028 3 days late unacceptable perishable goods,1
CMP-000424,2024-09-14 16:47:08,CUST-1779,email,"Delivery delay for shipment ORD-677079. Expected 2025-10-30, still not received. Our customers are waiting.",Delivery Delay,critical,SUP-10981,pineapples,Europe,ORD-677079,delivery delay for shipment ord677079 expected 20251030 still not received our customers are waiting,delivery delay shipment ord677079 expected 20251030 still received customers waiting,1
CMP-000425,2024-09-15 07:24:24,CUST-2282,app,Invoice ORD-402808 shows incorrect pricing. We were quoted $600 but charged $770.,Pricing Error,medium,SUP-9084,potatoes,Asia,ORD-402808,invoice ord402808 shows incorrect pricing we were quoted 600 but charged 770,invoice ord402808 shows incorrect pricing quoted 600 charged 770,5
CMP-000426,2024-09-15 22:01:41,CUST-2807,social,"Delivery delay for shipment ORD-737517. Expected 2025-10-28, still not received. Our customers are waiting.",Delivery Delay,high,SUP-7278,garlic,North America,ORD-737517,delivery delay for shipment ord737517 expected 20251028 still not received our customers are waiting,delivery delay shipment ord737517 expected 20251028 still received customers waiting,1
CMP-000427,2024-09-16 12:38:57,CUST-2679,app,My order #ORD-684632 was supposed to arrive on 2025-10-26 but it's now 4 days late. This is unacceptable for perishable goods.,Delivery Delay,high,SUP-9942,mangoes,Europe,ORD-684632,my order ord684632 was supposed to arrive on 20251026 but its now 4 days late this is unacceptable for perishable goods,order ord684632 supposed arrive 20251026 4 days late unacceptable perishable goods,1
CMP-000428,2024-09-17 03:16:13,CUST-1100,email,Shipment ORD-191962 stuck in transit for 4 days. This is causing major disruptions to our supply chain.,Delivery Delay,low,SUP-9742,blueberries,Asia,ORD-191962,shipment ord191962 stuck in transit for 4 days this is causing major disruptions to our supply chain,shipment ord191962 stuck transit 4 days causing major disruptions supply chain,1
CMP-000429,2024-09-17 17:53:30,CUST-2573,web,Order ORD-197649 is severely delayed. We needed these blueberries by 2025-11-01 for our retail operations.,Delivery Delay,medium,SUP-10690,cherries,Europe,ORD-197649,order ord197649 is severely delayed we needed these blueberries by 20251101 for our retail operations,order ord197649 severely delayed needed blueberries 20251101 retail operations,1
CMP-000430,2024-09-18 08:30:46,CUST-2079,social,Incomplete delivery for ORD-445200. 8 cases of bananas are missing from the shipment.,Missing Items,low,SUP-10931,watermelons,North America,ORD-445200,incomplete delivery for ord445200 8 cases of bananas are missing from the shipment,incomplete delivery ord445200 8 cases bananas missing shipment,3
CMP-000431,2024-09-18 23:08:03,CUST-2447,web,"Freshness issue with order ORD-926471. garlic appear to be several days old, not fresh picked.",Quality Issues,high,SUP-9257,cantaloupe,North America,ORD-926471,freshness issue with order ord926471 garlic appear to be several days old not fresh picked,freshness issue order ord926471 garlic appear several days old fresh picked,6
CMP-000432,2024-09-19 13:45:19,CUST-2008,app,Invoice ORD-621919 has wrong prices for oranges. This needs immediate correction.,Pricing Error,medium,SUP-11041,cherries,Asia,ORD-621919,invoice ord621919 has wrong prices for oranges this needs immediate correction,invoice ord621919 wrong prices oranges needs immediate correction,5
CMP-000433,2024-09-20 04:22:36,CUST-2260,social,Pricing error detected. Order ORD-938403 billed at $2955 instead of agreed $2148.,Pricing Error,medium,SUP-11473,tomatoes,Europe,ORD-938403,pricing error detected order ord938403 billed at 2955 instead of agreed 2148,pricing error detected order ord938403 billed 2955 instead agreed 2148,5
CMP-000434,2024-09-20 18:59:52,CUST-2037,web,My order #ORD-414870 was supposed to arrive on 2025-10-31 but it's now 12 days late. This is unacceptable for perishable goods.,Delivery Delay,low,SUP-7707,pears,Europe,ORD-414870,my order ord414870 was supposed to arrive on 20251031 but its now 12 days late this is unacceptable for perishable goods,order ord414870 supposed arrive 20251031 12 days late unacceptable perishable goods,1
CMP-000435,2024-09-21 09:37:09,CUST-1981,social,Quality of lemons in order ORD-805139 is substandard. Items are not fresh as promised.,Quality Issues,critical,SUP-8391,cantaloupe,Asia,ORD-805139,quality of lemons in order ord805139 is substandard items are not fresh as promised,quality lemons order ord805139 substandard items fresh promised,6
CMP-000436,2024-09-22 00:14:25,CUST-2067,web,"Order ORD-975671 completely ruined. cantaloupe arrived in terrible condition, cannot be sold.",Damaged Goods,medium,SUP-7896,tomatoes,Asia,ORD-975671,order ord975671 completely ruined cantaloupe arrived in terrible condition cannot be sold,order ord975671 completely ruined cantaloupe arrived terrible condition cannot sold,0
CMP-000437,2024-09-22 14:51:42,CUST-2721,email,Received only partial order ORD-394083. Where are the remaining 15 raspberries?,Missing Items,medium,SUP-12082,peaches,Europe,ORD-394083,received only partial order ord394083 where are the remaining 15 raspberries,received partial order ord394083 remaining 15 raspberries,3
CMP-000438,2024-09-23 05:28:58,CUST-2756,web,My order #ORD-839525 was supposed to arrive on 2025-10-30 but it's now 8 days late. This is unacceptable for perishable goods.,Delivery Delay,low,SUP-6433,lettuce,Europe,ORD-839525,my order ord839525 was supposed to arrive on 20251030 but its now 8 days late this is unacceptable for perishable goods,order ord839525 supposed arrive 20251030 8 days late unacceptable perishable goods,1
CMP-000439,2024-09-23 20:06:15,CUST-1076,app,No response to my emails about order ORD-923073. I've been trying to reach support for 2 days.,Poor Communication,medium,SUP-11000,cherries,North America,ORD-923073,no response to my emails about order ord923073 ive been trying to reach support for 2 days,response emails order ord923073 ive trying reach support 2 days,4
CMP-000440,2024-09-24 10:43:31,CUST-2588,web,"Delivery delay for shipment ORD-425434. Expected 2025-10-27, still not received. Our customers are waiting.",Delivery Delay,medium,SUP-12084,carrots,Asia,ORD-425434,delivery delay for shipment ord425434 expected 20251027 still not received our customers are waiting,delivery delay shipment ord425434 expected 20251027 still received customers waiting,1
CMP-000441,2024-09-25 01:20:48,CUST-1636,email,"Order ORD-104309 completely ruined. cherries arrived in terrible condition, cannot be sold.",Damaged Goods,high,SUP-7557,lemons,Asia,ORD-104309,order ord104309 completely ruined cherries arrived in terrible condition cannot be sold,order ord104309 completely ruined cherries arrived terrible condition cannot sold,0
CMP-000442,2024-09-25 15:58:04,CUST-1410,app,Order ORD-436467 is severely delayed. We needed these grapes by 2025-10-30 for our retail operations.,Delivery Delay,low,SUP-5937,organic apples,North America,ORD-436467,order ord436467 is severely delayed we needed these grapes by 20251030 for our retail operations,order ord436467 severely delayed needed grapes 20251030 retail operations,1
CMP-000443,2024-09-26 06:35:21,CUST-2052,email,Order ORD-686810 contains potatoes that are already showing signs of spoilage upon arrival.,Quality Issues,medium,SUP-5583,mangoes,North America,ORD-686810,order ord686810 contains potatoes that are already showing signs of spoilage upon arrival,order ord686810 contains potatoes already showing signs spoilage upon arrival,6
CMP-000444,2024-09-26 21:12:37,CUST-2107,social,Order ORD-455193 is incomplete. Missing 48 units of bell peppers.,Missing Items,medium,SUP-8210,cucumbers,North America,ORD-455193,order ord455193 is incomplete missing 48 units of bell peppers,order ord455193 incomplete missing 48 units bell peppers,3
CMP-000445,2024-09-27 11:49:53,CUST-2825,social,Critical delay on order ORD-725078. The blueberries were time-sensitive and now may be unusable.,Delivery Delay,medium,SUP-11262,kale,North America,ORD-725078,critical delay on order ord725078 the blueberries were timesensitive and now may be unusable,critical delay order ord725078 blueberries timesensitive may unusable,1
CMP-000446,2024-09-28 02:27:10,CUST-1190,social,No response to my emails about order ORD-238197. I've been trying to reach support for 9 days.,Poor Communication,high,SUP-6502,watermelons,North America,ORD-238197,no response to my emails about order ord238197 ive been trying to reach support for 9 days,response emails order ord238197 ive trying reach support 9 days,4
CMP-000447,2024-09-28 17:04:26,CUST-2615,web,"Freshness issue with order ORD-446373. broccoli appear to be several days old, not fresh picked.",Quality Issues,high,SUP-11290,blueberries,North America,ORD-446373,freshness issue with order ord446373 broccoli appear to be several days old not fresh picked,freshness issue order ord446373 broccoli appear several days old fresh picked,6
CMP-000448,2024-09-29 07:41:43,CUST-1260,email,Order ORD-702593 missing items. Expected 432 but received only 54 pears.,Missing Items,medium,SUP-9837,spinach,Asia,ORD-702593,order ord702593 missing items expected 432 but received only 54 pears,order ord702593 missing items expected 432 received 54 pears,3
CMP-000449,2024-09-29 22:18:59,CUST-1499,app,"Damaged goods in shipment ORD-751034. Temperature control appears to have failed, raspberries are spoiled.",Damaged Goods,critical,SUP-9460,watermelons,Asia,ORD-751034,damaged goods in shipment ord751034 temperature control appears to have failed raspberries are spoiled,damaged goods shipment ord751034 temperature control appears failed raspberries spoiled,0
CMP-000450,2024-09-30 12:56:16,CUST-2357,email,Critical delay on order ORD-281493. The pears were time-sensitive and now may be unusable.,Delivery Delay,low,SUP-7523,raspberries,Asia,ORD-281493,critical delay on order ord281493 the pears were timesensitive and now may be unusable,critical delay order ord281493 pears timesensitive may unusable,1
CMP-000451,2024-10-01 03:33:32,CUST-1222,social,Order ORD-727320 is severely delayed. We needed these broccoli by 2025-10-27 for our retail operations.,Delivery Delay,low,SUP-6222,kale,North America,ORD-727320,order ord727320 is severely delayed we needed these broccoli by 20251027 for our retail operations,order ord727320 severely delayed needed broccoli 20251027 retail operations,1
CMP-000452,2024-10-01 18:10:49,CUST-1798,social,"Delivery delay for shipment ORD-405663. Expected 2025-10-30, still not received. Our customers are waiting.",Delivery Delay,medium,SUP-5731,onions,Asia,ORD-405663,delivery delay for shipment ord405663 expected 20251030 still not received our customers are waiting,delivery delay shipment ord405663 expected 20251030 still received customers waiting,1
CMP-000453,2024-10-02 08:48:05,CUST-2045,social,Billing discrepancy on order ORD-741194. The unit price for cherries doesn't match our contract.,Pricing Error,high,SUP-12091,organic apples,Asia,ORD-741194,billing discrepancy on order ord741194 the unit price for cherries doesnt match our contract,billing discrepancy order ord741194 unit price cherries doesnt match contract,5
CMP-000454,2024-10-02 23:25:22,CUST-2438,social,Unacceptable quality for shipment ORD-552686. The watermelons do not meet our quality standards.,Quality Issues,high,SUP-9550,raspberries,Europe,ORD-552686,unacceptable quality for shipment ord552686 the watermelons do not meet our quality standards,unacceptable quality shipment ord552686 watermelons meet quality standards,6
CMP-000455,2024-10-03 14:02:38,CUST-1854,app,Quality issue with order ORD-980764. The cherries show signs of improper handling during transport.,Damaged Goods,medium,SUP-10389,spinach,Asia,ORD-980764,quality issue with order ord980764 the cherries show signs of improper handling during transport,quality issue order ord980764 cherries show signs improper handling transport,0
CMP-000456,2024-10-04 04:39:55,CUST-1281,social,Order ORD-188776 missing items. Expected 332 but received only 82 asparagus.,Missing Items,medium,SUP-8151,blueberries,Asia,ORD-188776,order ord188776 missing items expected 332 but received only 82 asparagus,order ord188776 missing items expected 332 received 82 asparagus,3
CMP-000457,2024-10-04 19:17:11,CUST-1869,email,Incomplete delivery for ORD-294816. 37 cases of broccoli are missing from the shipment.,Missing Items,medium,SUP-5310,onions,Europe,ORD-294816,incomplete delivery for ord294816 37 cases of broccoli are missing from the shipment,incomplete delivery ord294816 37 cases broccoli missing shipment,3
CMP-000458,2024-10-05 09:54:28,CUST-1754,email,Incomplete delivery for ORD-839122. 38 cases of broccoli are missing from the shipment.,Missing Items,medium,SUP-9287,asparagus,North America,ORD-839122,incomplete delivery for ord839122 38 cases of broccoli are missing from the shipment,incomplete delivery ord839122 38 cases broccoli missing shipment,3
CMP-000459,2024-10-06 00:31:44,CUST-1502,social,Received order ORD-192742 with 71% of limes damaged. Packaging was inadequate.,Damaged Goods,critical,SUP-11377,organic apples,Europe,ORD-192742,received order ord192742 with 71 of limes damaged packaging was inadequate,received order ord192742 71 limes damaged packaging inadequate,0
CMP-000460,2024-10-06 15:09:01,CUST-2049,social,Cannot get anyone to respond about order ORD-576089 delay. Very frustrated with the service.,Poor Communication,low,SUP-11139,mangoes,North America,ORD-576089,cannot get anyone to respond about order ord576089 delay very frustrated with the service,cannot get anyone respond order ord576089 delay frustrated service,4
CMP-000461,2024-10-07 05:46:17,CUST-2154,web,Missing certificates for order ORD-923154. Cannot clear customs without proper documentation.,Documentation Error,medium,SUP-6038,carrots,Asia,ORD-923154,missing certificates for order ord923154 cannot clear customs without proper documentation,missing certificates order ord923154 cannot clear customs without proper documentation,2
CMP-000462,2024-10-07 20:23:34,CUST-2605,web,Documentation error on order ORD-992805. Invoice doesn't match packing list.,Documentation Error,medium,SUP-11053,bell peppers,North America,ORD-992805,documentation error on order ord992805 invoice doesnt match packing list,documentation error order ord992805 invoice doesnt match packing list,2
CMP-000463,2024-10-08 11:00:50,CUST-1757,app,Overcharged on shipment ORD-568349. Please review and issue credit for $1632.,Pricing Error,low,SUP-9878,pears,Asia,ORD-568349,overcharged on shipment ord568349 please review and issue credit for 1632,overcharged shipment ord568349 please review issue credit 1632,5
CMP-000464,2024-10-09 01:38:06,CUST-2015,social,"Damaged goods in shipment ORD-978302. Temperature control appears to have failed, oranges are spoiled.",Damaged Goods,high,SUP-11188,pears,Asia,ORD-978302,damaged goods in shipment ord978302 temperature control appears to have failed oranges are spoiled,damaged goods shipment ord978302 temperature control appears failed oranges spoiled,0
CMP-000465,2024-10-09 16:15:23,CUST-1343,social,Order ORD-155074 missing items. Expected 219 but received only 74 broccoli.,Missing Items,medium,SUP-9345,cherries,Europe,ORD-155074,order ord155074 missing items expected 219 but received only 74 broccoli,order ord155074 missing items expected 219 received 74 broccoli,3
CMP-000466,2024-10-10 06:52:39,CUST-1591,social,Shipment ORD-112439 stuck in transit for 7 days. This is causing major disruptions to our supply chain.,Delivery Delay,high,SUP-10001,lemons,Europe,ORD-112439,shipment ord112439 stuck in transit for 7 days this is causing major disruptions to our supply chain,shipment ord112439 stuck transit 7 days causing major disruptions supply chain,1
CMP-000467,2024-10-10 21:29:56,CUST-1553,web,Delivery driver for order ORD-451238 was extremely rude and unprofessional.,Service Complaint,medium,SUP-10654,cucumbers,Europe,ORD-451238,delivery driver for order ord451238 was extremely rude and unprofessional,delivery driver order ord451238 extremely rude unprofessional,7
