complaint_id,timestamp,customer_id,channel,complaint_text,category,priority,supplier_id,product_category,region,order_id
CMP-000431,2024-09-18 23:08:03,CUST-2447,web,"Freshness issue with order ORD-926471. garlic appear to be several days old, not fresh picked.",Quality Issues,high,SUP-9257,cantaloupe,North America,ORD-926471
CMP-000432,2024-09-19 13:45:19,CUST-2008,app,Invoice ORD-621919 has wrong prices for oranges. This needs immediate correction.,Pricing Error,medium,SUP-11041,cherries,Asia,ORD-621919
CMP-000433,2024-09-20 04:22:36,CUST-2260,social,Pricing error detected. Order ORD-938403 billed at $2955 instead of agreed $2148.,Pricing Error,medium,SUP-11473,tomatoes,Europe,ORD-938403
CMP-000434,2024-09-20 18:59:52,CUST-2037,web,My order #ORD-414870 was supposed to arrive on 2025-10-31 but it's now 12 days late. This is unacceptable for perishable goods.,Delivery Delay,low,SUP-7707,pears,Europe,ORD-414870
CMP-000435,2024-09-21 09:37:09,CUST-1981,social,Quality of lemons in order ORD-805139 is substandard. Items are not fresh as promised.,Quality Issues,critical,SUP-8391,cantaloupe,Asia,ORD-805139
CMP-000436,2024-09-22 00:14:25,CUST-2067,web,"Order ORD-975671 completely ruined. cantaloupe arrived in terrible condition, cannot be sold.",Damaged Goods,medium,SUP-7896,tomatoes,Asia,ORD-975671
CMP-000437,2024-09-22 14:51:42,CUST-2721,email,Received only partial order ORD-394083. Where are the remaining 15 raspberries?,Missing Items,medium,SUP-12082,peaches,Europe,ORD-394083
CMP-000438,2024-09-23 05:28:58,CUST-2756,web,My order #ORD-839525 was supposed to arrive on 2025-10-30 but it's now 8 days late. This is unacceptable for perishable goods.,Delivery Delay,low,SUP-6433,lettuce,Europe,ORD-839525
CMP-000439,2024-09-23 20:06:15,CUST-1076,app,No response to my emails about order ORD-923073. I've been trying to reach support for 2 days.,Poor Communication,medium,SUP-11000,cherries,North America,ORD-923073
CMP-000440,2024-09-24 10:43:31,CUST-2588,web,"Delivery delay for shipment ORD-425434. Expected 2025-10-27, still not received. Our customers are waiting.",Delivery Delay,medium,SUP-12084,carrots,Asia,ORD-425434
CMP-000441,2024-09-25 01:20:48,CUST-1636,email,"Order ORD-104309 completely ruined. cherries arrived in terrible condition, cannot be sold.",Damaged Goods,high,SUP-7557,lemons,Asia,ORD-104309
CMP-000442,2024-09-25 15:58:04,CUST-1410,app,Order ORD-436467 is severely delayed. We needed these grapes by 2025-10-30 for our retail operations.,Delivery Delay,low,SUP-5937,organic apples,North America,ORD-436467
CMP-000443,2024-09-26 06:35:21,CUST-2052,email,Order ORD-686810 contains potatoes that are already showing signs of spoilage upon arrival.,Quality Issues,medium,SUP-5583,mangoes,North America,ORD-686810
CMP-000444,2024-09-26 21:12:37,CUST-2107,social,Order ORD-455193 is incomplete. Missing 48 units of bell peppers.,Missing Items,medium,SUP-8210,cucumbers,North America,ORD-455193
CMP-000445,2024-09-27 11:49:53,CUST-2825,social,Critical delay on order ORD-725078. The blueberries were time-sensitive and now may be unusable.,Delivery Delay,medium,SUP-11262,kale,North America,ORD-725078
CMP-000446,2024-09-28 02:27:10,CUST-1190,social,No response to my emails about order ORD-238197. I've been trying to reach support for 9 days.,Poor Communication,high,SUP-6502,watermelons,North America,ORD-238197
CMP-000447,2024-09-28 17:04:26,CUST-2615,web,"Freshness issue with order ORD-446373. broccoli appear to be several days old, not fresh picked.",Quality Issues,high,SUP-11290,blueberries,North America,ORD-446373
CMP-000448,2024-09-29 07:41:43,CUST-1260,email,Order ORD-702593 missing items. Expected 432 but received only 54 pears.,Missing Items,medium,SUP-9837,spinach,Asia,ORD-702593
CMP-000449,2024-09-29 22:18:59,CUST-1499,app,"Damaged goods in shipment ORD-751034. Temperature control appears to have failed, raspberries are spoiled.",Damaged Goods,critical,SUP-9460,watermelons,Asia,ORD-751034
CMP-000450,2024-09-30 12:56:16,CUST-2357,email,Critical delay on order ORD-281493. The pears were time-sensitive and now may be unusable.,Delivery Delay,low,SUP-7523,raspberries,Asia,ORD-281493
CMP-000451,2024-10-01 03:33:32,CUST-1222,social,Order ORD-727320 is severely delayed. We needed these broccoli by 2025-10-27 for our retail operations.,Delivery Delay,low,SUP-6222,kale,North America,ORD-727320
CMP-000452,2024-10-01 18:10:49,CUST-1798,social,"Delivery delay for shipment ORD-405663. Expected 2025-10-30, still not received. Our customers are waiting.",Delivery Delay,medium,SUP-5731,onions,Asia,ORD-405663
CMP-000453,2024-10-02 08:48:05,CUST-2045,social,Billing discrepancy on order ORD-741194. The unit price for cherries doesn't match our contract.,Pricing Error,high,SUP-12091,organic apples,Asia,ORD-741194
CMP-000454,2024-10-02 23:25:22,CUST-2438,social,Unacceptable quality for shipment ORD-552686. The watermelons do not meet our quality standards.,Quality Issues,high,SUP-9550,raspberries,Europe,ORD-552686
CMP-000455,2024-10-03 14:02:38,CUST-1854,app,Quality issue with order ORD-980764. The cherries show signs of improper handling during transport.,Damaged Goods,medium,SUP-10389,spinach,Asia,ORD-980764
CMP-000456,2024-10-04 04:39:55,CUST-1281,social,Order ORD-188776 missing items. Expected 332 but received only 82 asparagus.,Missing Items,medium,SUP-8151,blueberries,Asia,ORD-188776
CMP-000457,2024-10-04 19:17:11,CUST-1869,email,Incomplete delivery for ORD-294816. 37 cases of broccoli are missing from the shipment.,Missing Items,medium,SUP-5310,onions,Europe,ORD-294816
CMP-000458,2024-10-05 09:54:28,CUST-1754,email,Incomplete delivery for ORD-839122. 38 cases of broccoli are missing from the shipment.,Missing Items,medium,SUP-9287,asparagus,North America,ORD-839122
CMP-000459,2024-10-06 00:31:44,CUST-1502,social,Received order ORD-192742 with 71% of limes damaged. Packaging was inadequate.,Damaged Goods,critical,SUP-11377,organic apples,Europe,ORD-192742
CMP-000460,2024-10-06 15:09:01,CUST-2049,social,Cannot get anyone to respond about order ORD-576089 delay. Very frustrated with the service.,Poor Communication,low,SUP-11139,mangoes,North America,ORD-576089
CMP-000461,2024-10-07 05:46:17,CUST-2154,web,Missing certificates for order ORD-923154. Cannot clear customs without proper documentation.,Documentation Error,medium,SUP-6038,carrots,Asia,ORD-923154
CMP-000462,2024-10-07 20:23:34,CUST-2605,web,Documentation error on order ORD-992805. Invoice doesn't match packing list.,Documentation Error,medium,SUP-11053,bell peppers,North America,ORD-992805
CMP-000463,2024-10-08 11:00:50,CUST-1757,app,Overcharged on shipment ORD-568349. Please review and issue credit for $1632.,Pricing Error,low,SUP-9878,pears,Asia,ORD-568349
CMP-000464,2024-10-09 01:38:06,CUST-2015,social,"Damaged goods in shipment ORD-978302. Temperature control appears to have failed, oranges are spoiled.",Damaged Goods,high,SUP-11188,pears,Asia,ORD-978302
CMP-000465,2024-10-09 16:15:23,CUST-1343,social,Order ORD-155074 missing items. Expected 219 but received only 74 broccoli.,Missing Items,medium,SUP-9345,cherries,Europe,ORD-155074
CMP-000466,2024-10-10 06:52:39,CUST-1591,social,Shipment ORD-112439 stuck in transit for 7 days. This is causing major disruptions to our supply chain.,Delivery Delay,high,SUP-10001,lemons,Europe,ORD-112439
CMP-000467,2024-10-10 21:29:56,CUST-1553,web,Delivery driver for order ORD-451238 was extremely rude and unprofessional.,Service Complaint,medium,SUP-10654,cucumbers,Europe,ORD-451238
CMP-000468,2024-10-11 12:07:12,CUST-1021,email,My order #ORD-674213 was supposed to arrive on 2025-10-30 but it's now 8 days late. This is unacceptable for perishable goods.,Delivery Delay,medium,SUP-7063,bananas,Asia,ORD-674213
CMP-000469,2024-10-12 02:44:29,CUST-2268,email,My order #ORD-124851 was supposed to arrive on 2025-10-28 but it's now 12 days late. This is unacceptable for perishable goods.,Delivery Delay,high,SUP-6064,raspberries,North America,ORD-124851
CMP-000470,2024-10-12 17:21:45,CUST-2842,app,My order #ORD-900962 was supposed to arrive on 2025-10-30 but it's now 4 days late. This is unacceptable for perishable goods.,Delivery Delay,medium,SUP-11302,spinach,North America,ORD-900962
CMP-000471,2024-10-13 07:59:02,CUST-2576,web,Quality issue with order ORD-800007. The cucumbers show signs of improper handling during transport.,Damaged Goods,high,SUP-12828,pears,Europe,ORD-800007
CMP-000472,2024-10-13 22:36:18,CUST-1902,email,Order ORD-286572 missing items. Expected 351 but received only 56 bananas.,Missing Items,high,SUP-6789,garlic,North America,ORD-286572
CMP-000473,2024-10-14 13:13:35,CUST-2869,social,Order ORD-211410 is severely delayed. We needed these lettuce by 2025-10-29 for our retail operations.,Delivery Delay,low,SUP-6219,lemons,North America,ORD-211410
CMP-000474,2024-10-15 03:50:51,CUST-2910,email,Shipment ORD-100909 stuck in transit for 4 days. This is causing major disruptions to our supply chain.,Delivery Delay,high,SUP-9019,broccoli,Europe,ORD-100909
CMP-000475,2024-10-15 18:28:08,CUST-2728,email,Incorrect shipping documents for ORD-523533. Supplier name and details are wrong.,Documentation Error,medium,SUP-7731,limes,Europe,ORD-523533
CMP-000476,2024-10-16 09:05:24,CUST-1113,email,Received only partial order ORD-520075. Where are the remaining 34 potatoes?,Missing Items,medium,SUP-9542,fresh strawberries,Europe,ORD-520075
CMP-000477,2024-10-16 23:42:41,CUST-1391,web,Shipment ORD-792829 stuck in transit for 3 days. This is causing major disruptions to our supply chain.,Delivery Delay,high,SUP-5207,cantaloupe,North America,ORD-792829
CMP-000478,2024-10-17 14:19:57,CUST-2001,social,Invoice ORD-350069 shows incorrect pricing. We were quoted $803 but charged $992.,Pricing Error,medium,SUP-11453,cantaloupe,Asia,ORD-350069
CMP-000479,2024-10-18 04:57:14,CUST-1242,app,Invoice ORD-525205 has wrong prices for kale. This needs immediate correction.,Pricing Error,low,SUP-10356,organic apples,Europe,ORD-525205
CMP-000480,2024-10-18 19:34:30,CUST-1093,app,"Delivery delay for shipment ORD-748410. Expected 2025-11-01, still not received. Our customers are waiting.",Delivery Delay,high,SUP-11699,pears,Asia,ORD-748410
CMP-000481,2024-10-19 10:11:47,CUST-2018,app,My order #ORD-219726 was supposed to arrive on 2025-10-28 but it's now 5 days late. This is unacceptable for perishable goods.,Delivery Delay,medium,SUP-9471,bell peppers,Europe,ORD-219726
CMP-000482,2024-10-20 00:49:03,CUST-2975,app,Received order ORD-977057 with 24% of onions damaged. Packaging was inadequate.,Damaged Goods,medium,SUP-9533,cucumbers,Europe,ORD-977057
CMP-000483,2024-10-20 15:26:19,CUST-2895,email,Shipment ORD-355479 arrived with crushed boxes. Multiple lettuce units are unsellable.,Damaged Goods,medium,SUP-12586,tomatoes,North America,ORD-355479
CMP-000484,2024-10-21 06:03:36,CUST-2215,web,Been waiting 9 days for update on order ORD-783415. This lack of communication is unprofessional.,Poor Communication,low,SUP-6959,cucumbers,North America,ORD-783415
CMP-000485,2024-10-21 20:40:52,CUST-1077,app,Order ORD-825272 missing items. Expected 102 but received only 85 garlic.,Missing Items,medium,SUP-5783,garlic,Europe,ORD-825272
CMP-000486,2024-10-22 11:18:09,CUST-2105,app,Order ORD-898100 missing items. Expected 199 but received only 57 pineapples.,Missing Items,high,SUP-9075,cucumbers,Asia,ORD-898100
CMP-000487,2024-10-23 01:55:25,CUST-2889,email,No response to my emails about order ORD-802695. I've been trying to reach support for 6 days.,Poor Communication,low,SUP-5429,potatoes,Asia,ORD-802695
CMP-000488,2024-10-23 16:32:42,CUST-2608,email,Shipment ORD-265722 stuck in transit for 3 days. This is causing major disruptions to our supply chain.,Delivery Delay,medium,SUP-10544,asparagus,Europe,ORD-265722
CMP-000489,2024-10-24 07:09:58,CUST-2595,email,Received only partial order ORD-341238. Where are the remaining 31 oranges?,Missing Items,low,SUP-8968,fresh strawberries,Europe,ORD-341238
CMP-000490,2024-10-24 21:47:15,CUST-1442,social,Billing discrepancy on order ORD-251981. The unit price for raspberries doesn't match our contract.,Pricing Error,medium,SUP-5262,watermelons,North America,ORD-251981
CMP-000491,2024-10-25 12:24:31,CUST-1574,app,Received order ORD-162549 with 46% of cherries damaged. Packaging was inadequate.,Damaged Goods,high,SUP-6284,peaches,North America,ORD-162549
CMP-000492,2024-10-26 03:01:48,CUST-2854,app,Critical delay on order ORD-741233. The potatoes were time-sensitive and now may be unusable.,Delivery Delay,low,SUP-5118,cantaloupe,Europe,ORD-741233
CMP-000493,2024-10-26 17:39:04,CUST-2787,app,Customer service is unresponsive. Order ORD-871939 has issues but nobody is getting back to me.,Poor Communication,low,SUP-5328,broccoli,North America,ORD-871939
CMP-000494,2024-10-27 08:16:21,CUST-2032,email,Order ORD-905942 missing items. Expected 150 but received only 78 carrots.,Missing Items,medium,SUP-11169,organic apples,North America,ORD-905942
CMP-000495,2024-10-27 22:53:37,CUST-1832,app,Shipment ORD-867333 arrived with crushed boxes. Multiple blueberries units are unsellable.,Damaged Goods,high,SUP-12028,onions,North America,ORD-867333
CMP-000496,2024-10-28 13:30:54,CUST-1049,social,"Freshness issue with order ORD-712011. pineapples appear to be several days old, not fresh picked.",Quality Issues,high,SUP-8152,asparagus,North America,ORD-712011
CMP-000497,2024-10-29 04:08:10,CUST-2087,email,Quality issue with order ORD-449077. The spinach show signs of improper handling during transport.,Damaged Goods,high,SUP-10082,asparagus,Europe,ORD-449077
CMP-000498,2024-10-29 18:45:27,CUST-2909,email,"Order ORD-871501 completely ruined. limes arrived in terrible condition, cannot be sold.",Damaged Goods,low,SUP-10309,potatoes,North America,ORD-871501
CMP-000499,2024-10-30 09:22:43,CUST-2148,app,Paperwork for shipment ORD-170260 has wrong product codes. This is delaying our processing.,Documentation Error,low,SUP-6846,avocados,Europe,ORD-170260
CMP-000500,2024-10-31 00:00:00,CUST-2031,social,Customer service rep was very unprofessional when I called about order ORD-380345.,Service Complaint,medium,SUP-10814,potatoes,North America,ORD-380345
